variant,threshold,ddos_f1,ddos_precision,ddos_recall,ddos_fpr_non_ddos,benign_fpr,scan_fpr_non_scan,score_99_9
D_all_timing,0.55,0.33618600049468217,0.20205744187429386,1.0,0.18741629460110465,0.13077853422793007,0.0,0.9955434203147888
D_all_timing,0.56,0.33618600049468217,0.20205744187429386,1.0,0.18741629460110465,0.13077853422793007,0.0,0.9955434203147888
D_all_timing,0.5700000000000001,0.33618600049468217,0.20205744187429386,1.0,0.18741629460110465,0.13077853422793007,0.0,0.9955434203147888
D_all_timing,0.58,0.33618600049468217,0.20205744187429386,1.0,0.18741629460110465,0.13077853422793007,0.0,0.9955434203147888
D_all_timing,0.59,0.33618600049468217,0.20205744187429386,1.0,0.18741629460110465,0.13077853422793007,0.0,0.9955434203147888
D_all_timing,0.6,0.33618600049468217,0.20205744187429386,1.0,0.18741629460110465,0.13077853422793007,0.0,0.9955434203147888
D_all_timing,0.61,0.33618600049468217,0.20205744187429386,1.0,0.18741629460110465,0.13077853422793007,0.0,0.9955434203147888
D_all_timing,0.62,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.63,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.64,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.65,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.66,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.67,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.68,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.6900000000000001,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.7000000000000001,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.71,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.72,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.73,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.74,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.75,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.76,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.77,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.78,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.79,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.8,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.81,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
