population,stage,head,feature,mean_abs_SHAP_log_odds,mean_signed_SHAP_log_odds,n
simulation_benign,base,DATA_EXFILTRATION,flow.duration_s,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,flow.pps,0.07040821760892868,-0.06940319389104843,641
simulation_benign,base,DATA_EXFILTRATION,flow.iat_s_mean,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,flow.iat_s_min,0.037221457809209824,-0.037221457809209824,641
simulation_benign,base,DATA_EXFILTRATION,flow.iat_s_max,0.00026206552865915,0.00026206552865915,641
simulation_benign,base,DATA_EXFILTRATION,flow.psh_count,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,flow.urg_count,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,flow.rst_count,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.packet_count,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.duration_s,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.pps,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.iat_s_mean,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.iat_s_min,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.iat_s_max,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.psh_count,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.urg_count,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,mask:flow.rst_count,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_0,0.0002220868191216141,0.0002220868191216141,641
simulation_benign,base,DATA_EXFILTRATION,latent_1,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_2,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_3,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_4,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_5,0.012511637061834335,-0.009213720448315144,641
simulation_benign,base,DATA_EXFILTRATION,latent_6,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_7,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_8,1.5976243019104004,-0.14506937563419342,641
simulation_benign,base,DATA_EXFILTRATION,latent_9,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_10,0.772419273853302,-0.772419273853302,641
simulation_benign,base,DATA_EXFILTRATION,latent_11,0.012288644909858704,-0.012136334553360939,641
simulation_benign,base,DATA_EXFILTRATION,latent_12,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_13,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_14,0.97530198097229,-0.97530198097229,641
simulation_benign,base,DATA_EXFILTRATION,latent_15,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_16,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_17,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_18,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_19,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_20,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_21,0.04518601670861244,-0.04327402263879776,641
simulation_benign,base,DATA_EXFILTRATION,latent_22,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_23,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_24,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_25,0.06844226270914078,-0.06844226270914078,641
simulation_benign,base,DATA_EXFILTRATION,latent_26,1.1612560749053955,-1.149487853050232,641
simulation_benign,base,DATA_EXFILTRATION,latent_27,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_28,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_29,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_30,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,latent_31,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,energy,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,ae_error,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,iforest,0.0,0.0,641
simulation_benign,base,DATA_EXFILTRATION,prototype_distance,0.0,0.0,641
simulation_benign,meta,DDoS,base_DDoS,4.436530113220215,-4.436530113220215,641
simulation_benign,meta,DDoS,base_PORT_SCAN,0.0,0.0,641
simulation_benign,meta,DDoS,base_DATA_EXFILTRATION,0.0,0.0,641
simulation_benign,meta,DDoS,present_DDoS,0.0,0.0,641
simulation_benign,meta,DDoS,present_PORT_SCAN,0.0,0.0,641
simulation_benign,meta,DDoS,present_DATA_EXFILTRATION,0.0,0.0,641
simulation_benign,meta,DDoS,visibility,0.0,0.0,641
simulation_benign,meta,DDoS,history_count,0.890800416469574,-0.890800416469574,641
simulation_benign,meta,DDoS,history_duration_ms,0.0,0.0,641
simulation_benign,meta,DDoS,window_complete,0.0,0.0,641
simulation_benign,meta,DDoS,baseline_mature,0.0,0.0,641
simulation_benign,meta,DDoS,drift,0.0,0.0,641
simulation_benign,meta,DDoS,queue_age,0.0,0.0,641
simulation_benign,meta,DDoS,score_entropy,0.0,0.0,641
simulation_benign,meta,DDoS,score_margin,0.0,0.0,641
simulation_benign,meta,DDoS,score_disagreement,0.0,0.0,641
simulation_benign,meta,DDoS,energy,0.0254938006401062,-0.0254938006401062,641
simulation_benign,meta,DDoS,ae_error,0.0,0.0,641
simulation_benign,meta,DDoS,iforest,0.0,0.0,641
simulation_benign,meta,DDoS,prototype_distance,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,base_DDoS,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,base_PORT_SCAN,5.358565807342529,-5.358565807342529,641
simulation_benign,meta,PORT_SCAN,base_DATA_EXFILTRATION,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,present_DDoS,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,present_PORT_SCAN,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,present_DATA_EXFILTRATION,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,visibility,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,history_count,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,history_duration_ms,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,window_complete,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,baseline_mature,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,drift,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,queue_age,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,score_entropy,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,score_margin,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,score_disagreement,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,energy,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,ae_error,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,iforest,0.0,0.0,641
simulation_benign,meta,PORT_SCAN,prototype_distance,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,base_DDoS,0.015277695842087269,0.015277695842087269,641
simulation_benign,meta,DATA_EXFILTRATION,base_PORT_SCAN,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,base_DATA_EXFILTRATION,2.8599958419799805,-2.8599958419799805,641
simulation_benign,meta,DATA_EXFILTRATION,present_DDoS,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,present_PORT_SCAN,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,present_DATA_EXFILTRATION,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,visibility,0.8758774399757385,0.7482137680053711,641
simulation_benign,meta,DATA_EXFILTRATION,history_count,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,history_duration_ms,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,window_complete,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,baseline_mature,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,drift,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,queue_age,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,score_entropy,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,score_margin,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,score_disagreement,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,energy,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,ae_error,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,iforest,0.0,0.0,641
simulation_benign,meta,DATA_EXFILTRATION,prototype_distance,0.0,0.0,641
