variant,population,feature,n,mean_abs_SHAP_log_odds,mean_signed_SHAP_log_odds
V3_final_flow,sim_DDoS_TP,latent_5,217,0.31237027049064636,0.31237027049064636
V3_final_flow,sim_DDoS_TP,latent_6,217,0.13493512570858002,0.027740947902202606
V3_final_flow,sim_DDoS_TP,latent_7,217,0.004218528512865305,0.0025382135063409805
V3_final_flow,sim_DDoS_TP,latent_8,217,0.01978452131152153,-0.008854839950799942
V3_final_flow,sim_DDoS_TP,latent_9,217,0.03847253695130348,-0.03166727349162102
V3_final_flow,sim_DDoS_TP,latent_10,217,0.0,0.0
V3_final_flow,sim_DDoS_TP,latent_11,217,0.022030113264918327,0.005945698823779821
V3_final_flow,sim_DDoS_TP,latent_12,217,0.0007495134486816823,0.0007495134486816823
V3_final_flow,sim_DDoS_TP,latent_13,217,0.001934173982590437,0.001934173982590437
V3_final_flow,sim_DDoS_TP,latent_14,217,0.07115649431943893,0.06899601966142654
V3_final_flow,sim_DDoS_TP,latent_15,217,0.10809614509344101,-0.08817343413829803
V3_final_flow,sim_DDoS_TP,latent_16,217,0.029186710715293884,0.015999682247638702
V3_final_flow,sim_DDoS_TP,latent_17,217,0.06882686167955399,-0.03715101629495621
V3_final_flow,sim_DDoS_TP,latent_18,217,0.0034287760499864817,-0.0034287760499864817
V3_final_flow,sim_DDoS_TP,latent_19,217,0.017634842544794083,0.011640497483313084
V3_final_flow,sim_DDoS_TP,latent_20,217,0.29651951789855957,0.29651951789855957
V3_final_flow,sim_DDoS_TP,latent_21,217,0.10614476352930069,0.08520196378231049
V3_final_flow,sim_DDoS_TP,latent_22,217,0.0003769993782043457,-0.0003769993782043457
V3_final_flow,sim_DDoS_TP,latent_23,217,0.04984929785132408,-0.02776949107646942
V3_final_flow,sim_DDoS_TP,latent_24,217,0.0,0.0
V3_final_flow,sim_DDoS_TP,latent_25,217,0.00847823079675436,-0.005029879976063967
V3_final_flow,sim_DDoS_TP,latent_26,217,0.2678283154964447,0.2678283154964447
V3_final_flow,sim_DDoS_TP,latent_27,217,0.010034563019871712,-0.005019309464842081
V3_final_flow,sim_DDoS_TP,latent_28,217,0.027182171121239662,-0.021997231990098953
V3_final_flow,sim_DDoS_TP,latent_29,217,0.007040469907224178,-0.007040469907224178
V3_final_flow,sim_DDoS_TP,latent_30,217,0.02411581203341484,0.02411581203341484
V3_final_flow,sim_DDoS_TP,latent_31,217,0.09832610189914703,0.09176771342754364
V3_final_flow,sim_DDoS_TP,energy,217,0.008373646065592766,0.007692054845392704
V3_final_flow,sim_DDoS_TP,ae_error,217,0.03559883311390877,-0.0005689991521649063
V3_final_flow,sim_DDoS_TP,iforest,217,0.04576098173856735,0.030434049665927887
V3_final_flow,sim_DDoS_TP,prototype_distance,217,0.02953673154115677,0.004161356948316097
V3_final_flow,CICIDS_benign_TN,flow.packet_count,150000,0.02876230515539646,-0.027405058965086937
V3_final_flow,CICIDS_benign_TN,flow.duration_s,150000,0.3107759356498718,-0.27524155378341675
V3_final_flow,CICIDS_benign_TN,flow.pps,150000,0.06939534842967987,-0.06508658826351166
V3_final_flow,CICIDS_benign_TN,flow.iat_s_mean,150000,0.02524685300886631,-0.023676181212067604
V3_final_flow,CICIDS_benign_TN,flow.iat_s_min,150000,0.0626988336443901,-0.01353247556835413
V3_final_flow,CICIDS_benign_TN,flow.iat_s_max,150000,0.6219202876091003,-0.5629861950874329
V3_final_flow,CICIDS_benign_TN,flow.psh_count,150000,0.08612548559904099,-0.07424182444810867
V3_final_flow,CICIDS_benign_TN,flow.urg_count,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,flow.rst_count,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.packet_count,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.duration_s,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.pps,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.iat_s_mean,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.iat_s_min,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.iat_s_max,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.psh_count,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.urg_count,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,mask:flow.rst_count,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,latent_0,150000,0.004392745904624462,-0.002675475552678108
V3_final_flow,CICIDS_benign_TN,latent_1,150000,1.1220277547836304,-0.6848505139350891
V3_final_flow,CICIDS_benign_TN,latent_2,150000,0.016177769750356674,-0.0014143226435407996
V3_final_flow,CICIDS_benign_TN,latent_3,150000,0.02148810215294361,0.016980551183223724
V3_final_flow,CICIDS_benign_TN,latent_4,150000,0.0016158467624336481,-0.001269833417609334
V3_final_flow,CICIDS_benign_TN,latent_5,150000,0.16228409111499786,-0.0769675225019455
V3_final_flow,CICIDS_benign_TN,latent_6,150000,0.0900799036026001,0.0011778398184105754
V3_final_flow,CICIDS_benign_TN,latent_7,150000,0.008750039152801037,-0.0006264038383960724
V3_final_flow,CICIDS_benign_TN,latent_8,150000,0.021279161795973778,-0.0016923939110711217
V3_final_flow,CICIDS_benign_TN,latent_9,150000,0.03827762231230736,-0.019207444041967392
V3_final_flow,CICIDS_benign_TN,latent_10,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,latent_11,150000,0.02627270109951496,0.02394975908100605
V3_final_flow,CICIDS_benign_TN,latent_12,150000,0.005542802158743143,-0.005161306355148554
V3_final_flow,CICIDS_benign_TN,latent_13,150000,0.026356367394328117,-0.024201257154345512
V3_final_flow,CICIDS_benign_TN,latent_14,150000,0.227042555809021,-0.19368518888950348
V3_final_flow,CICIDS_benign_TN,latent_15,150000,0.054863084107637405,-0.00016138447972480208
V3_final_flow,CICIDS_benign_TN,latent_16,150000,0.023240365087985992,-0.012496329843997955
V3_final_flow,CICIDS_benign_TN,latent_17,150000,0.16790421307086945,-0.16541320085525513
V3_final_flow,CICIDS_benign_TN,latent_18,150000,0.018020430579781532,-0.01686362363398075
V3_final_flow,CICIDS_benign_TN,latent_19,150000,0.014103290624916553,-0.003237617202103138
V3_final_flow,CICIDS_benign_TN,latent_20,150000,0.5020509362220764,-0.35883042216300964
V3_final_flow,CICIDS_benign_TN,latent_21,150000,0.13582025468349457,-0.06307997554540634
V3_final_flow,CICIDS_benign_TN,latent_22,150000,0.0016502543585374951,-0.0005648605874739587
V3_final_flow,CICIDS_benign_TN,latent_23,150000,0.02421633154153824,-0.009138244204223156
V3_final_flow,CICIDS_benign_TN,latent_24,150000,0.0,0.0
V3_final_flow,CICIDS_benign_TN,latent_25,150000,0.004560878966003656,-0.0004108581633772701
V3_final_flow,CICIDS_benign_TN,latent_26,150000,0.800937294960022,-0.7499729990959167
V3_final_flow,CICIDS_benign_TN,latent_27,150000,0.0045425365678966045,0.0002970505738630891
V3_final_flow,CICIDS_benign_TN,latent_28,150000,0.05266217514872551,-0.049965690821409225
V3_final_flow,CICIDS_benign_TN,latent_29,150000,0.012509656138718128,-0.007078925613313913
V3_final_flow,CICIDS_benign_TN,latent_30,150000,0.05077109858393669,-0.03994803503155708
V3_final_flow,CICIDS_benign_TN,latent_31,150000,0.6932119727134705,-0.5966010093688965
V3_final_flow,CICIDS_benign_TN,energy,150000,0.007231033407151699,0.001754655153490603
V3_final_flow,CICIDS_benign_TN,ae_error,150000,0.09609632939100266,0.008264591917395592
V3_final_flow,CICIDS_benign_TN,iforest,150000,0.050099220126867294,-0.036805856972932816
V3_final_flow,CICIDS_benign_TN,prototype_distance,150000,0.026783648878335953,0.012358804233372211
V3_final_flow,CICIDS_DDoS_FN,flow.packet_count,95144,0.013820321299135685,-0.013820321299135685
V3_final_flow,CICIDS_DDoS_FN,flow.duration_s,95144,0.012537823989987373,-0.0010497081093490124
V3_final_flow,CICIDS_DDoS_FN,flow.pps,95144,0.004307945258915424,0.004307945258915424
V3_final_flow,CICIDS_DDoS_FN,flow.iat_s_mean,95144,0.04872031509876251,-0.048659276217222214
V3_final_flow,CICIDS_DDoS_FN,flow.iat_s_min,95144,0.08729855716228485,0.08729855716228485
V3_final_flow,CICIDS_DDoS_FN,flow.iat_s_max,95144,0.5346173644065857,-0.4726862907409668
V3_final_flow,CICIDS_DDoS_FN,flow.psh_count,95144,0.050904419273138046,-0.050904419273138046
V3_final_flow,CICIDS_DDoS_FN,flow.urg_count,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,flow.rst_count,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.packet_count,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.duration_s,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.pps,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.iat_s_mean,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.iat_s_min,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.iat_s_max,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.psh_count,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.urg_count,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,mask:flow.rst_count,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,latent_0,95144,0.0015113489935174584,0.0015113489935174584
V3_final_flow,CICIDS_DDoS_FN,latent_1,95144,1.0162914991378784,-1.0162914991378784
V3_final_flow,CICIDS_DDoS_FN,latent_2,95144,0.034225255250930786,0.034151509404182434
V3_final_flow,CICIDS_DDoS_FN,latent_3,95144,0.04083095118403435,0.04083095118403435
V3_final_flow,CICIDS_DDoS_FN,latent_4,95144,0.002350765513256192,-0.002350765513256192
V3_final_flow,CICIDS_DDoS_FN,latent_5,95144,0.17179296910762787,-0.17179296910762787
V3_final_flow,CICIDS_DDoS_FN,latent_6,95144,0.012205820530653,0.010166232474148273
V3_final_flow,CICIDS_DDoS_FN,latent_7,95144,0.0018045487813651562,0.0007785864872857928
V3_final_flow,CICIDS_DDoS_FN,latent_8,95144,0.07631468772888184,-0.07631468772888184
V3_final_flow,CICIDS_DDoS_FN,latent_9,95144,0.0054350197315216064,0.0054350197315216064
V3_final_flow,CICIDS_DDoS_FN,latent_10,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,latent_11,95144,0.02863994427025318,0.02863994427025318
V3_final_flow,CICIDS_DDoS_FN,latent_12,95144,0.019947713240981102,-0.019947713240981102
V3_final_flow,CICIDS_DDoS_FN,latent_13,95144,0.09277604520320892,-0.09277604520320892
V3_final_flow,CICIDS_DDoS_FN,latent_14,95144,0.3932194113731384,-0.3932194113731384
V3_final_flow,CICIDS_DDoS_FN,latent_15,95144,0.012900234200060368,0.000989053980447352
V3_final_flow,CICIDS_DDoS_FN,latent_16,95144,0.020085956901311874,-0.019971441477537155
V3_final_flow,CICIDS_DDoS_FN,latent_17,95144,0.0106849679723382,0.010583598166704178
V3_final_flow,CICIDS_DDoS_FN,latent_18,95144,0.02050742320716381,-0.02050742320716381
V3_final_flow,CICIDS_DDoS_FN,latent_19,95144,0.018137795850634575,-0.005378514528274536
V3_final_flow,CICIDS_DDoS_FN,latent_20,95144,0.10739993304014206,0.10604454576969147
V3_final_flow,CICIDS_DDoS_FN,latent_21,95144,0.05239062011241913,0.051950596272945404
V3_final_flow,CICIDS_DDoS_FN,latent_22,95144,0.0013888514367863536,0.001387392869219184
V3_final_flow,CICIDS_DDoS_FN,latent_23,95144,0.20549237728118896,-0.2053937166929245
V3_final_flow,CICIDS_DDoS_FN,latent_24,95144,0.0,0.0
V3_final_flow,CICIDS_DDoS_FN,latent_25,95144,0.010117589496076107,-0.010113338939845562
V3_final_flow,CICIDS_DDoS_FN,latent_26,95144,0.8207919001579285,-0.8207919001579285
V3_final_flow,CICIDS_DDoS_FN,latent_27,95144,0.0030355725903064013,0.0030355725903064013
V3_final_flow,CICIDS_DDoS_FN,latent_28,95144,0.06955135613679886,-0.06955135613679886
V3_final_flow,CICIDS_DDoS_FN,latent_29,95144,0.015713978558778763,-0.015612716786563396
V3_final_flow,CICIDS_DDoS_FN,latent_30,95144,0.1074872687458992,-0.1074872687458992
V3_final_flow,CICIDS_DDoS_FN,latent_31,95144,1.4602793455123901,-1.4600385427474976
V3_final_flow,CICIDS_DDoS_FN,energy,95144,0.00553905451670289,0.005524038337171078
V3_final_flow,CICIDS_DDoS_FN,ae_error,95144,0.0401153638958931,-0.0401153638958931
V3_final_flow,CICIDS_DDoS_FN,iforest,95144,0.06862571835517883,-0.06862571835517883
V3_final_flow,CICIDS_DDoS_FN,prototype_distance,95144,0.022768519818782806,0.022768519818782806
